request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,request_hour,request_day,trip_duration_min,unmet_demand
457,City,34,Cancelled,11/7/2016 9:17,N/A,9,Monday,N/A,1
511,City,34,Cancelled,11/7/2016 9:40,N/A,9,Monday,N/A,1
4146,City,34,Cancelled,7/14/2016 4:52,N/A,4,Thursday,N/A,1
4242,City,34,Cancelled,7/14/2016 6:03,N/A,6,Thursday,N/A,1
4470,City,34,Cancelled,7/14/2016 8:47,N/A,8,Thursday,N/A,1
2530,City,35,Cancelled,12/7/2016 21:07,N/A,21,Wednesday,N/A,1
2596,City,35,Cancelled,12/7/2016 21:53,N/A,21,Wednesday,N/A,1
5754,City,35,Cancelled,7/15/2016 8:05,N/A,8,Friday,N/A,1
200,City,36,Cancelled,11/7/2016 6:10,N/A,6,Monday,N/A,1
1531,City,36,Cancelled,12/7/2016 5:54,N/A,5,Wednesday,N/A,1
5715,City,36,Cancelled,7/15/2016 7:42,N/A,7,Friday,N/A,1
3130,City,37,Cancelled,7/13/2016 8:43,N/A,8,Wednesday,N/A,1
4133,City,37,Cancelled,7/14/2016 4:45,N/A,4,Thursday,N/A,1
4419,City,37,Cancelled,7/14/2016 8:17,N/A,8,Thursday,N/A,1
4547,City,37,Cancelled,7/14/2016 9:39,N/A,9,Thursday,N/A,1
5613,City,37,Cancelled,7/15/2016 6:17,N/A,6,Friday,N/A,1
572,Airport,38,Cancelled,11/7/2016 10:48,N/A,10,Monday,N/A,1
1566,City,38,Cancelled,12/7/2016 6:22,N/A,6,Wednesday,N/A,1
2266,Airport,38,Cancelled,12/7/2016 18:33,N/A,18,Wednesday,N/A,1
4390,City,38,Cancelled,7/14/2016 8:01,N/A,8,Thursday,N/A,1
4545,City,38,Cancelled,7/14/2016 9:43,N/A,9,Thursday,N/A,1
4572,City,38,Cancelled,7/14/2016 9:52,N/A,9,Thursday,N/A,1
1649,City,39,Cancelled,12/7/2016 7:24,N/A,7,Wednesday,N/A,1
3008,City,39,Cancelled,7/13/2016 7:23,N/A,7,Wednesday,N/A,1
4480,City,39,Cancelled,7/14/2016 8:46,N/A,8,Thursday,N/A,1
5713,City,39,Cancelled,7/15/2016 7:43,N/A,7,Friday,N/A,1
5866,City,39,Cancelled,7/15/2016 9:19,N/A,9,Friday,N/A,1
5945,Airport,39,Cancelled,7/15/2016 10:27,N/A,10,Friday,N/A,1
126,City,40,Cancelled,11/7/2016 5:05,N/A,5,Monday,N/A,1
436,City,40,Cancelled,11/7/2016 8:55,N/A,8,Monday,N/A,1
1620,City,40,Cancelled,12/7/2016 6:55,N/A,6,Wednesday,N/A,1
2206,City,40,Cancelled,12/7/2016 17:55,N/A,17,Wednesday,N/A,1
3221,City,40,Cancelled,7/13/2016 9:55,N/A,9,Wednesday,N/A,1
5583,City,40,Cancelled,7/15/2016 5:58,N/A,5,Friday,N/A,1
2131,City,41,Cancelled,12/7/2016 17:04,N/A,17,Wednesday,N/A,1
401,City,43,Cancelled,11/7/2016 8:27,N/A,8,Monday,N/A,1
461,City,43,Cancelled,11/7/2016 9:15,N/A,9,Monday,N/A,1
2946,City,43,Cancelled,7/13/2016 6:34,N/A,6,Wednesday,N/A,1
289,City,44,Cancelled,11/7/2016 7:09,N/A,7,Monday,N/A,1
1303,City,44,Cancelled,11/7/2016 22:27,N/A,22,Monday,N/A,1
1817,City,44,Cancelled,12/7/2016 9:29,N/A,9,Wednesday,N/A,1
2970,City,44,Cancelled,7/13/2016 6:56,N/A,6,Wednesday,N/A,1
4519,City,44,Cancelled,7/14/2016 9:23,N/A,9,Thursday,N/A,1
5830,City,44,Cancelled,7/15/2016 8:55,N/A,8,Friday,N/A,1
5880,City,44,Cancelled,7/15/2016 9:38,N/A,9,Friday,N/A,1
1520,City,45,Cancelled,12/7/2016 5:42,N/A,5,Wednesday,N/A,1
1789,City,45,Cancelled,12/7/2016 9:10,N/A,9,Wednesday,N/A,1
2484,Airport,45,Cancelled,12/7/2016 20:41,N/A,20,Wednesday,N/A,1
4312,City,45,Cancelled,7/14/2016 6:49,N/A,6,Thursday,N/A,1
4363,City,45,Cancelled,7/14/2016 7:29,N/A,7,Thursday,N/A,1
5716,City,45,Cancelled,7/15/2016 7:37,N/A,7,Friday,N/A,1
5775,City,45,Cancelled,7/15/2016 8:24,N/A,8,Friday,N/A,1
424,City,46,Cancelled,11/7/2016 8:47,N/A,8,Monday,N/A,1
377,City,47,Cancelled,11/7/2016 8:11,N/A,8,Monday,N/A,1
454,City,47,Cancelled,11/7/2016 9:10,N/A,9,Monday,N/A,1
1603,City,47,Cancelled,12/7/2016 6:41,N/A,6,Wednesday,N/A,1
5300,Airport,47,Cancelled,7/14/2016 21:52,N/A,21,Thursday,N/A,1
6560,City,47,Cancelled,7/15/2016 21:05,N/A,21,Friday,N/A,1
2526,Airport,48,Cancelled,12/7/2016 21:06,N/A,21,Wednesday,N/A,1
2926,City,48,Cancelled,7/13/2016 6:27,N/A,6,Wednesday,N/A,1
141,City,49,Cancelled,11/7/2016 5:20,N/A,5,Monday,N/A,1
491,City,49,Cancelled,11/7/2016 9:29,N/A,9,Monday,N/A,1
1875,City,49,Cancelled,12/7/2016 10:02,N/A,10,Wednesday,N/A,1
4906,City,49,Cancelled,7/14/2016 18:03,N/A,18,Thursday,N/A,1
209,City,50,Cancelled,11/7/2016 6:11,N/A,6,Monday,N/A,1
278,City,50,Cancelled,11/7/2016 6:55,N/A,6,Monday,N/A,1
1381,City,50,Cancelled,12/7/2016 1:07,N/A,1,Wednesday,N/A,1
5473,City,50,Cancelled,7/15/2016 4:44,N/A,4,Friday,N/A,1
5479,City,50,Cancelled,7/15/2016 4:50,N/A,4,Friday,N/A,1
6228,City,50,Cancelled,7/15/2016 17:43,N/A,17,Friday,N/A,1
2940,City,51,Cancelled,7/13/2016 6:35,N/A,6,Wednesday,N/A,1
5780,City,51,Cancelled,7/15/2016 8:29,N/A,8,Friday,N/A,1
1781,City,52,Cancelled,12/7/2016 9:01,N/A,9,Wednesday,N/A,1
1787,City,52,Cancelled,12/7/2016 9:08,N/A,9,Wednesday,N/A,1
2423,Airport,52,Cancelled,12/7/2016 20:05,N/A,20,Wednesday,N/A,1
4148,City,52,Cancelled,7/14/2016 4:57,N/A,4,Thursday,N/A,1
411,City,53,Cancelled,11/7/2016 8:37,N/A,8,Monday,N/A,1
3727,Airport,53,Cancelled,7/13/2016 20:05,N/A,20,Wednesday,N/A,1
4847,City,53,Cancelled,7/14/2016 17:37,N/A,17,Thursday,N/A,1
216,City,54,Cancelled,11/7/2016 6:13,N/A,6,Monday,N/A,1
1898,City,54,Cancelled,12/7/2016 10:27,N/A,10,Wednesday,N/A,1
2077,City,54,Cancelled,12/7/2016 15:40,N/A,15,Wednesday,N/A,1
2486,Airport,54,Cancelled,12/7/2016 20:50,N/A,20,Wednesday,N/A,1
2809,City,54,Cancelled,7/13/2016 5:05,N/A,5,Wednesday,N/A,1
2900,City,54,Cancelled,7/13/2016 6:01,N/A,6,Wednesday,N/A,1
3022,City,54,Cancelled,7/13/2016 7:34,N/A,7,Wednesday,N/A,1
3211,City,54,Cancelled,7/13/2016 9:48,N/A,9,Wednesday,N/A,1
4356,City,54,Cancelled,7/14/2016 7:23,N/A,7,Thursday,N/A,1
6208,City,54,Cancelled,7/15/2016 17:27,N/A,17,Friday,N/A,1
6571,City,54,Cancelled,7/15/2016 21:16,N/A,21,Friday,N/A,1
237,City,56,Cancelled,11/7/2016 6:29,N/A,6,Monday,N/A,1
4328,City,56,Cancelled,7/14/2016 7:07,N/A,7,Thursday,N/A,1
4757,Airport,56,Cancelled,7/14/2016 15:30,N/A,15,Thursday,N/A,1
323,City,57,Cancelled,11/7/2016 7:36,N/A,7,Monday,N/A,1
421,City,57,Cancelled,11/7/2016 8:43,N/A,8,Monday,N/A,1
1458,City,57,Cancelled,12/7/2016 4:52,N/A,4,Wednesday,N/A,1
3920,City,57,Cancelled,7/13/2016 22:16,N/A,22,Wednesday,N/A,1
4401,City,57,Cancelled,7/14/2016 8:03,N/A,8,Thursday,N/A,1
1034,Airport,58,Cancelled,11/7/2016 19:27,N/A,19,Monday,N/A,1
1543,City,58,Cancelled,12/7/2016 6:02,N/A,6,Wednesday,N/A,1
2909,City,58,Cancelled,7/13/2016 6:10,N/A,6,Wednesday,N/A,1
3015,City,58,Cancelled,7/13/2016 7:34,N/A,7,Wednesday,N/A,1
4165,City,58,Cancelled,7/14/2016 5:07,N/A,5,Thursday,N/A,1
5410,City,58,Cancelled,7/15/2016 1:45,N/A,1,Friday,N/A,1
328,City,59,Cancelled,11/7/2016 7:33,N/A,7,Monday,N/A,1
580,City,59,Cancelled,11/7/2016 10:59,N/A,10,Monday,N/A,1
4357,City,59,Cancelled,7/14/2016 7:31,N/A,7,Thursday,N/A,1
4560,City,59,Cancelled,7/14/2016 9:48,N/A,9,Thursday,N/A,1
5647,City,59,Cancelled,7/15/2016 6:51,N/A,6,Friday,N/A,1
5704,City,59,Cancelled,7/15/2016 7:33,N/A,7,Friday,N/A,1
2855,City,60,Cancelled,7/13/2016 5:35,N/A,5,Wednesday,N/A,1
5565,City,60,Cancelled,7/15/2016 5:45,N/A,5,Friday,N/A,1
235,City,61,Cancelled,11/7/2016 6:22,N/A,6,Monday,N/A,1
2109,Airport,61,Cancelled,12/7/2016 16:20,N/A,16,Wednesday,N/A,1
4230,City,61,Cancelled,7/14/2016 5:50,N/A,5,Thursday,N/A,1
111,City,62,Cancelled,11/7/2016 5:06,N/A,5,Monday,N/A,1
168,City,62,Cancelled,11/7/2016 5:37,N/A,5,Monday,N/A,1
187,City,62,Cancelled,11/7/2016 5:57,N/A,5,Monday,N/A,1
1492,City,62,Cancelled,12/7/2016 5:30,N/A,5,Wednesday,N/A,1
2992,City,62,Cancelled,7/13/2016 7:11,N/A,7,Wednesday,N/A,1
3433,Airport,62,Cancelled,7/13/2016 16:01,N/A,16,Wednesday,N/A,1
5536,City,62,Cancelled,7/15/2016 5:31,N/A,5,Friday,N/A,1
474,City,63,Cancelled,11/7/2016 9:24,N/A,9,Monday,N/A,1
1722,City,63,Cancelled,12/7/2016 8:17,N/A,8,Wednesday,N/A,1
2978,City,63,Cancelled,7/13/2016 6:54,N/A,6,Wednesday,N/A,1
2983,City,63,Cancelled,7/13/2016 7:08,N/A,7,Wednesday,N/A,1
3866,Airport,63,Cancelled,7/13/2016 21:40,N/A,21,Wednesday,N/A,1
4491,City,63,Cancelled,7/14/2016 8:56,N/A,8,Thursday,N/A,1
4603,Airport,63,Cancelled,7/14/2016 10:22,N/A,10,Thursday,N/A,1
1325,City,64,Cancelled,11/7/2016 23:06,N/A,23,Monday,N/A,1
3450,Airport,64,Cancelled,7/13/2016 16:49,N/A,16,Wednesday,N/A,1
4329,City,64,Cancelled,7/14/2016 7:08,N/A,7,Thursday,N/A,1
1723,City,65,Cancelled,12/7/2016 8:18,N/A,8,Wednesday,N/A,1
3261,Airport,65,Cancelled,7/13/2016 10:20,N/A,10,Wednesday,N/A,1
3309,City,65,Cancelled,7/13/2016 11:59,N/A,11,Wednesday,N/A,1
3666,City,65,Cancelled,7/13/2016 19:25,N/A,19,Wednesday,N/A,1
6129,Airport,65,Cancelled,7/15/2016 15:36,N/A,15,Friday,N/A,1
1513,City,66,Cancelled,12/7/2016 5:44,N/A,5,Wednesday,N/A,1
2011,City,66,Cancelled,12/7/2016 13:30,N/A,13,Wednesday,N/A,1
2931,City,66,Cancelled,7/13/2016 6:31,N/A,6,Wednesday,N/A,1
6397,City,66,Cancelled,7/15/2016 19:29,N/A,19,Friday,N/A,1
176,City,67,Cancelled,11/7/2016 5:42,N/A,5,Monday,N/A,1
3180,City,67,Cancelled,7/13/2016 9:23,N/A,9,Wednesday,N/A,1
3238,City,67,Cancelled,7/13/2016 10:04,N/A,10,Wednesday,N/A,1
4360,City,67,Cancelled,7/14/2016 7:30,N/A,7,Thursday,N/A,1
6717,City,67,Cancelled,7/15/2016 23:12,N/A,23,Friday,N/A,1
386,City,68,Cancelled,11/7/2016 8:29,N/A,8,Monday,N/A,1
528,City,68,Cancelled,11/7/2016 9:50,N/A,9,Monday,N/A,1
2556,Airport,68,Cancelled,12/7/2016 21:24,N/A,21,Wednesday,N/A,1
3286,City,68,Cancelled,7/13/2016 11:10,N/A,11,Wednesday,N/A,1
5805,City,68,Cancelled,7/15/2016 8:36,N/A,8,Friday,N/A,1
5911,City,68,Cancelled,7/15/2016 9:53,N/A,9,Friday,N/A,1
245,City,69,Cancelled,11/7/2016 6:33,N/A,6,Monday,N/A,1
1532,City,69,Cancelled,12/7/2016 5:54,N/A,5,Wednesday,N/A,1
3161,City,69,Cancelled,7/13/2016 9:05,N/A,9,Wednesday,N/A,1
3523,Airport,69,Cancelled,7/13/2016 17:47,N/A,17,Wednesday,N/A,1
4278,City,69,Cancelled,7/14/2016 6:26,N/A,6,Thursday,N/A,1
5835,City,69,Cancelled,7/15/2016 8:53,N/A,8,Friday,N/A,1
99,City,70,Cancelled,11/7/2016 5:00,N/A,5,Monday,N/A,1
162,City,70,Cancelled,11/7/2016 5:34,N/A,5,Monday,N/A,1
307,City,70,Cancelled,11/7/2016 7:20,N/A,7,Monday,N/A,1
1767,City,70,Cancelled,12/7/2016 8:46,N/A,8,Wednesday,N/A,1
5502,City,70,Cancelled,7/15/2016 5:03,N/A,5,Friday,N/A,1
5644,City,70,Cancelled,7/15/2016 6:50,N/A,6,Friday,N/A,1
5736,City,70,Cancelled,7/15/2016 7:50,N/A,7,Friday,N/A,1
3808,Airport,71,Cancelled,7/13/2016 20:58,N/A,20,Wednesday,N/A,1
5831,City,71,Cancelled,7/15/2016 8:56,N/A,8,Friday,N/A,1
5980,City,71,Cancelled,7/15/2016 11:39,N/A,11,Friday,N/A,1
353,City,72,Cancelled,11/7/2016 7:55,N/A,7,Monday,N/A,1
397,City,72,Cancelled,11/7/2016 8:23,N/A,8,Monday,N/A,1
1843,City,72,Cancelled,12/7/2016 9:39,N/A,9,Wednesday,N/A,1
2019,City,72,Cancelled,12/7/2016 13:46,N/A,13,Wednesday,N/A,1
1732,City,73,Cancelled,12/7/2016 8:19,N/A,8,Wednesday,N/A,1
1984,City,73,Cancelled,12/7/2016 12:30,N/A,12,Wednesday,N/A,1
5886,City,73,Cancelled,7/15/2016 9:33,N/A,9,Friday,N/A,1
6098,Airport,73,Cancelled,7/15/2016 14:40,N/A,14,Friday,N/A,1
2048,Airport,74,Cancelled,12/7/2016 14:40,N/A,14,Wednesday,N/A,1
2844,Airport,74,Cancelled,7/13/2016 5:28,N/A,5,Wednesday,N/A,1
1426,City,76,Cancelled,12/7/2016 4:24,N/A,4,Wednesday,N/A,1
2969,City,76,Cancelled,7/13/2016 6:52,N/A,6,Wednesday,N/A,1
5584,City,76,Cancelled,7/15/2016 5:53,N/A,5,Friday,N/A,1
1704,City,77,Cancelled,12/7/2016 7:59,N/A,7,Wednesday,N/A,1
3399,City,77,Cancelled,7/13/2016 15:05,N/A,15,Wednesday,N/A,1
4298,City,77,Cancelled,7/14/2016 6:40,N/A,6,Thursday,N/A,1
4019,City,78,Cancelled,7/13/2016 0:00,N/A,0,Wednesday,N/A,1
3197,City,78,Cancelled,7/13/2016 9:44,N/A,9,Wednesday,N/A,1
4166,City,78,Cancelled,7/14/2016 5:10,N/A,5,Thursday,N/A,1
4238,City,78,Cancelled,7/14/2016 5:54,N/A,5,Thursday,N/A,1
5894,City,78,Cancelled,7/15/2016 9:46,N/A,9,Friday,N/A,1
6647,City,78,Cancelled,7/15/2016 22:02,N/A,22,Friday,N/A,1
210,City,79,Cancelled,11/7/2016 6:12,N/A,6,Monday,N/A,1
403,City,79,Cancelled,11/7/2016 8:35,N/A,8,Monday,N/A,1
568,Airport,79,Cancelled,11/7/2016 10:23,N/A,10,Monday,N/A,1
856,City,79,Cancelled,11/7/2016 17:47,N/A,17,Monday,N/A,1
1757,City,79,Cancelled,12/7/2016 8:38,N/A,8,Wednesday,N/A,1
2842,City,79,Cancelled,7/13/2016 5:17,N/A,5,Wednesday,N/A,1
3147,City,80,Cancelled,7/13/2016 8:55,N/A,8,Wednesday,N/A,1
4497,City,80,Cancelled,7/14/2016 8:59,N/A,8,Thursday,N/A,1
4770,City,80,Cancelled,7/14/2016 15:52,N/A,15,Thursday,N/A,1
5493,City,80,Cancelled,7/15/2016 5:01,N/A,5,Friday,N/A,1
5540,City,80,Cancelled,7/15/2016 5:27,N/A,5,Friday,N/A,1
2003,Airport,81,Cancelled,12/7/2016 13:19,N/A,13,Wednesday,N/A,1
4179,City,81,Cancelled,7/14/2016 5:27,N/A,5,Thursday,N/A,1
4561,City,81,Cancelled,7/14/2016 9:43,N/A,9,Thursday,N/A,1
5806,Airport,81,Cancelled,7/15/2016 8:46,N/A,8,Friday,N/A,1
1881,City,82,Cancelled,12/7/2016 10:04,N/A,10,Wednesday,N/A,1
3235,City,82,Cancelled,7/13/2016 10:01,N/A,10,Wednesday,N/A,1
5604,City,82,Cancelled,7/15/2016 6:08,N/A,6,Friday,N/A,1
1557,City,83,Cancelled,12/7/2016 6:17,N/A,6,Wednesday,N/A,1
1661,City,83,Cancelled,12/7/2016 7:30,N/A,7,Wednesday,N/A,1
2022,City,83,Cancelled,12/7/2016 13:45,N/A,13,Wednesday,N/A,1
3188,City,83,Cancelled,7/13/2016 9:34,N/A,9,Wednesday,N/A,1
5655,City,83,Cancelled,7/15/2016 6:59,N/A,6,Friday,N/A,1
5903,City,83,Cancelled,7/15/2016 9:58,N/A,9,Friday,N/A,1
6209,Airport,83,Cancelled,7/15/2016 17:32,N/A,17,Friday,N/A,1
536,City,84,Cancelled,11/7/2016 9:59,N/A,9,Monday,N/A,1
1134,Airport,84,Cancelled,11/7/2016 20:33,N/A,20,Monday,N/A,1
1604,City,84,Cancelled,12/7/2016 6:37,N/A,6,Wednesday,N/A,1
1653,City,84,Cancelled,12/7/2016 7:27,N/A,7,Wednesday,N/A,1
1695,City,84,Cancelled,12/7/2016 7:57,N/A,7,Wednesday,N/A,1
2750,City,84,Cancelled,7/13/2016 3:24,N/A,3,Wednesday,N/A,1
2884,City,84,Cancelled,7/13/2016 5:54,N/A,5,Wednesday,N/A,1
3191,City,84,Cancelled,7/13/2016 9:32,N/A,9,Wednesday,N/A,1
3193,City,84,Cancelled,7/13/2016 9:33,N/A,9,Wednesday,N/A,1
3524,City,84,Cancelled,7/13/2016 17:51,N/A,17,Wednesday,N/A,1
4294,City,84,Cancelled,7/14/2016 6:40,N/A,6,Thursday,N/A,1
4484,City,84,Cancelled,7/14/2016 8:55,N/A,8,Thursday,N/A,1
324,City,85,Cancelled,11/7/2016 7:40,N/A,7,Monday,N/A,1
3351,Airport,85,Cancelled,7/13/2016 13:20,N/A,13,Wednesday,N/A,1
4195,City,85,Cancelled,7/14/2016 5:28,N/A,5,Thursday,N/A,1
5685,City,85,Cancelled,7/15/2016 7:17,N/A,7,Friday,N/A,1
2889,City,86,Cancelled,7/13/2016 5:55,N/A,5,Wednesday,N/A,1
4301,City,86,Cancelled,7/14/2016 6:46,N/A,6,Thursday,N/A,1
1294,City,87,Cancelled,11/7/2016 22:26,N/A,22,Monday,N/A,1
5935,City,87,Cancelled,7/15/2016 10:13,N/A,10,Friday,N/A,1
428,City,88,Cancelled,11/7/2016 8:48,N/A,8,Monday,N/A,1
450,City,88,Cancelled,11/7/2016 9:11,N/A,9,Monday,N/A,1
4510,City,88,Cancelled,7/14/2016 9:07,N/A,9,Thursday,N/A,1
432,City,89,Cancelled,11/7/2016 8:52,N/A,8,Monday,N/A,1
2491,Airport,89,Cancelled,12/7/2016 20:55,N/A,20,Wednesday,N/A,1
5569,City,89,Cancelled,7/15/2016 5:41,N/A,5,Friday,N/A,1
5671,City,89,Cancelled,7/15/2016 7:05,N/A,7,Friday,N/A,1
6374,City,89,Cancelled,7/15/2016 19:10,N/A,19,Friday,N/A,1
4464,City,90,Cancelled,7/14/2016 8:42,N/A,8,Thursday,N/A,1
5609,City,90,Cancelled,7/15/2016 6:15,N/A,6,Friday,N/A,1
5848,City,90,Cancelled,7/15/2016 9:04,N/A,9,Friday,N/A,1
543,City,91,Cancelled,11/7/2016 10:03,N/A,10,Monday,N/A,1
2828,City,92,Cancelled,7/13/2016 5:20,N/A,5,Wednesday,N/A,1
2993,City,92,Cancelled,7/13/2016 7:05,N/A,7,Wednesday,N/A,1
3018,Airport,92,Cancelled,7/13/2016 7:27,N/A,7,Wednesday,N/A,1
4155,City,92,Cancelled,7/14/2016 5:06,N/A,5,Thursday,N/A,1
2552,City,93,Cancelled,12/7/2016 21:23,N/A,21,Wednesday,N/A,1
3430,Airport,93,Cancelled,7/13/2016 16:01,N/A,16,Wednesday,N/A,1
4167,City,93,Cancelled,7/14/2016 5:13,N/A,5,Thursday,N/A,1
5508,City,93,Cancelled,7/15/2016 5:04,N/A,5,Friday,N/A,1
5729,City,93,Cancelled,7/15/2016 7:49,N/A,7,Friday,N/A,1
202,City,94,Cancelled,11/7/2016 6:09,N/A,6,Monday,N/A,1
341,City,94,Cancelled,11/7/2016 7:46,N/A,7,Monday,N/A,1
3049,City,94,Cancelled,7/13/2016 7:43,N/A,7,Wednesday,N/A,1
6323,Airport,94,Cancelled,7/15/2016 18:39,N/A,18,Friday,N/A,1
6462,City,94,Cancelled,7/15/2016 20:11,N/A,20,Friday,N/A,1
3242,City,95,Cancelled,7/13/2016 10:08,N/A,10,Wednesday,N/A,1
4499,City,95,Cancelled,7/14/2016 9:01,N/A,9,Thursday,N/A,1
3182,City,96,Cancelled,7/13/2016 9:24,N/A,9,Wednesday,N/A,1
4173,City,96,Cancelled,7/14/2016 5:08,N/A,5,Thursday,N/A,1
4189,City,96,Cancelled,7/14/2016 5:25,N/A,5,Thursday,N/A,1
6390,Airport,96,Cancelled,7/15/2016 19:19,N/A,19,Friday,N/A,1
1231,City,97,Cancelled,11/7/2016 21:34,N/A,21,Monday,N/A,1
1589,City,97,Cancelled,12/7/2016 6:35,N/A,6,Wednesday,N/A,1
1815,City,97,Cancelled,12/7/2016 9:20,N/A,9,Wednesday,N/A,1
5678,City,97,Cancelled,7/15/2016 7:09,N/A,7,Friday,N/A,1
239,City,98,Cancelled,11/7/2016 6:25,N/A,6,Monday,N/A,1
551,City,98,Cancelled,11/7/2016 10:10,N/A,10,Monday,N/A,1
2097,Airport,98,Cancelled,12/7/2016 16:03,N/A,16,Wednesday,N/A,1
2613,Airport,98,Cancelled,12/7/2016 22:06,N/A,22,Wednesday,N/A,1
5497,City,98,Cancelled,7/15/2016 5:00,N/A,5,Friday,N/A,1
5668,City,98,Cancelled,7/15/2016 7:06,N/A,7,Friday,N/A,1
482,City,99,Cancelled,11/7/2016 9:25,N/A,9,Monday,N/A,1
544,City,99,Cancelled,11/7/2016 10:07,N/A,10,Monday,N/A,1
1227,Airport,99,Cancelled,11/7/2016 21:32,N/A,21,Monday,N/A,1
1489,City,99,Cancelled,12/7/2016 5:21,N/A,5,Wednesday,N/A,1
2588,Airport,99,Cancelled,12/7/2016 21:45,N/A,21,Wednesday,N/A,1
3152,City,99,Cancelled,7/13/2016 8:57,N/A,8,Wednesday,N/A,1
5853,City,99,Cancelled,7/15/2016 9:10,N/A,9,Friday,N/A,1
2933,City,100,Cancelled,7/13/2016 6:26,N/A,6,Wednesday,N/A,1
5543,City,100,Cancelled,7/15/2016 5:30,N/A,5,Friday,N/A,1
1356,City,101,Cancelled,11/7/2016 23:42,N/A,23,Monday,N/A,1
1403,City,101,Cancelled,12/7/2016 2:39,N/A,2,Wednesday,N/A,1
2459,Airport,101,Cancelled,12/7/2016 20:30,N/A,20,Wednesday,N/A,1
3023,City,101,Cancelled,7/13/2016 7:27,N/A,7,Wednesday,N/A,1
4444,City,101,Cancelled,7/14/2016 8:28,N/A,8,Thursday,N/A,1
1733,City,102,Cancelled,12/7/2016 8:23,N/A,8,Wednesday,N/A,1
1937,Airport,102,Cancelled,12/7/2016 11:26,N/A,11,Wednesday,N/A,1
5614,City,102,Cancelled,7/15/2016 6:14,N/A,6,Friday,N/A,1
5718,City,102,Cancelled,7/15/2016 7:39,N/A,7,Friday,N/A,1
334,City,103,Cancelled,11/7/2016 7:40,N/A,7,Monday,N/A,1
1107,City,103,Cancelled,11/7/2016 20:14,N/A,20,Monday,N/A,1
3033,City,103,Cancelled,7/13/2016 7:35,N/A,7,Wednesday,N/A,1
3099,City,103,Cancelled,7/13/2016 8:22,N/A,8,Wednesday,N/A,1
4302,City,103,Cancelled,7/14/2016 6:48,N/A,6,Thursday,N/A,1
4829,City,103,Cancelled,7/14/2016 17:25,N/A,17,Thursday,N/A,1
5854,Airport,103,Cancelled,7/15/2016 9:09,N/A,9,Friday,N/A,1
427,City,104,Cancelled,11/7/2016 8:48,N/A,8,Monday,N/A,1
852,Airport,104,Cancelled,11/7/2016 17:48,N/A,17,Monday,N/A,1
1931,City,104,Cancelled,12/7/2016 11:13,N/A,11,Wednesday,N/A,1
3292,Airport,104,Cancelled,7/13/2016 11:18,N/A,11,Wednesday,N/A,1
5154,Airport,104,Cancelled,7/14/2016 20:19,N/A,20,Thursday,N/A,1
5627,City,104,Cancelled,7/15/2016 6:34,N/A,6,Friday,N/A,1
5751,City,104,Cancelled,7/15/2016 8:03,N/A,8,Friday,N/A,1
308,City,105,Cancelled,11/7/2016 7:22,N/A,7,Monday,N/A,1
2890,City,105,Cancelled,7/13/2016 5:55,N/A,5,Wednesday,N/A,1
4245,City,105,Cancelled,7/14/2016 5:58,N/A,5,Thursday,N/A,1
4423,City,105,Cancelled,7/14/2016 8:18,N/A,8,Thursday,N/A,1
212,City,106,Cancelled,11/7/2016 6:09,N/A,6,Monday,N/A,1
3034,City,106,Cancelled,7/13/2016 7:39,N/A,7,Wednesday,N/A,1
6669,City,106,Cancelled,7/15/2016 22:12,N/A,22,Friday,N/A,1
252,City,107,Cancelled,11/7/2016 6:36,N/A,6,Monday,N/A,1
391,City,107,Cancelled,11/7/2016 8:24,N/A,8,Monday,N/A,1
412,City,107,Cancelled,11/7/2016 8:37,N/A,8,Monday,N/A,1
5709,City,107,Cancelled,7/15/2016 7:44,N/A,7,Friday,N/A,1
6300,Airport,107,Cancelled,7/15/2016 18:20,N/A,18,Friday,N/A,1
381,City,108,Cancelled,11/7/2016 8:16,N/A,8,Monday,N/A,1
3030,City,108,Cancelled,7/13/2016 7:32,N/A,7,Wednesday,N/A,1
3671,Airport,108,Cancelled,7/13/2016 19:28,N/A,19,Wednesday,N/A,1
4186,City,108,Cancelled,7/14/2016 5:24,N/A,5,Thursday,N/A,1
4281,City,108,Cancelled,7/14/2016 6:23,N/A,6,Thursday,N/A,1
1864,City,109,Cancelled,12/7/2016 9:54,N/A,9,Wednesday,N/A,1
2073,City,109,Cancelled,12/7/2016 15:27,N/A,15,Wednesday,N/A,1
3113,City,109,Cancelled,7/13/2016 8:36,N/A,8,Wednesday,N/A,1
4885,City,109,Cancelled,7/14/2016 17:56,N/A,17,Thursday,N/A,1
326,City,110,Cancelled,11/7/2016 7:33,N/A,7,Monday,N/A,1
1401,City,110,Cancelled,12/7/2016 2:42,N/A,2,Wednesday,N/A,1
2792,City,110,Cancelled,7/13/2016 4:58,N/A,4,Wednesday,N/A,1
149,City,111,Cancelled,11/7/2016 5:29,N/A,5,Monday,N/A,1
368,City,111,Cancelled,11/7/2016 8:06,N/A,8,Monday,N/A,1
1927,City,111,Cancelled,12/7/2016 11:08,N/A,11,Wednesday,N/A,1
2068,Airport,112,Cancelled,12/7/2016 15:13,N/A,15,Wednesday,N/A,1
2396,Airport,112,Cancelled,12/7/2016 19:52,N/A,19,Wednesday,N/A,1
4890,City,112,Cancelled,7/14/2016 17:55,N/A,17,Thursday,N/A,1
